"Account_Length";"Phone_Number";"Inter_Plan";"Total_Day_Min";"Total_Day_calls";"Total_Evening_Min";"Total_Evening_Calls";"Total_Night_Minutes";"Total_Night_Calls";"Total_Int_Min";"Total_Int_Calls";"No_of_Calls_Customer_Service";"Churn";"N_of_Vmail_Mesgs_VMail_Plan";"Total_Charge"
99.0;"411-2284";"no";241.1;72.0;155.6;98.0;188.2;109.0;11.6;10.0;1.0;"FALSE";-1.0;65.82000000000001
144.0;"346-7795";"yes";203.5;100.0;247.6;103.0;194.3;94.0;11.9;11.0;0.0;"FALSE";-1.0;67.60000000000001
82.0;"333-5609";"no";155.2;131.0;244.5;106.0;122.4;68.0;10.7;3.0;1.0;"FALSE";24.0;55.559999999999995
86.0;"405-1842";"no";167.6;139.0;113.0;118.0;246.9;121.0;12.2;6.0;1.0;"FALSE";31.0;52.49999999999999
70.0;"366-6345";"yes";226.7;98.0;228.1;115.0;73.2;93.0;17.6;4.0;2.0;"TRUE";-1.0;65.97
93.0;"337-9345";"no";179.3;93.0;178.6;98.0;225.2;131.0;11.5;6.0;3.0;"FALSE";-1.0;58.9
93.0;"328-6770";"no";151.4;89.0;186.4;76.0;172.5;120.0;10.9;3.0;0.0;"FALSE";-1.0;52.279999999999994
120.0;"380-7321";"no";180.0;80.0;224.2;82.0;265.4;91.0;4.7;7.0;3.0;"FALSE";-1.0;62.87
136.0;"375-1476";"no";250.2;121.0;267.1;118.0;151.0;114.0;13.0;2.0;1.0;"TRUE";-1.0;75.54
106.0;"356-1567";"no";223.0;121.0;110.1;98.0;188.7;107.0;7.1;12.0;0.0;"FALSE";-1.0;57.68
81.0;"422-6685";"no";183.6;116.0;152.6;98.0;212.2;99.0;12.2;6.0;3.0;"FALSE";-1.0;57.019999999999996
127.0;"336-1090";"no";166.0;114.0;174.5;103.0;244.9;68.0;10.2;6.0;1.0;"FALSE";22.0;56.81999999999999
65.0;"343-2095";"no";136.1;112.0;272.9;96.0;220.2;104.0;4.4;2.0;1.0;"FALSE";-1.0;57.44
35.0;"345-3934";"no";149.3;113.0;242.2;122.0;174.3;104.0;8.9;6.0;2.0;"FALSE";-1.0;56.209999999999994
88.0;"338-8050";"no";65.4;97.0;168.2;76.0;236.0;113.0;13.8;1.0;2.0;"FALSE";-1.0;39.77
65.0;"388-9568";"no";213.4;111.0;234.5;94.0;250.1;123.0;2.7;4.0;1.0;"FALSE";-1.0;68.19
123.0;"402-6591";"no";206.9;85.0;244.7;78.0;221.5;136.0;7.7;2.0;3.0;"FALSE";-1.0;68.02
126.0;"403-6419";"no";186.2;78.0;189.6;83.0;76.5;139.0;9.6;3.0;2.0;"FALSE";27.0;53.8
104.0;"386-9790";"no";280.2;136.0;220.5;92.0;136.9;102.0;13.3;3.0;4.0;"FALSE";23.0;76.12
45.0;"378-5692";"no";196.6;84.0;313.2;92.0;163.3;108.0;11.9;3.0;0.0;"FALSE";22.0;70.60000000000001
93.0;"360-3324";"yes";312.0;109.0;129.4;100.0;217.6;74.0;10.5;2.0;0.0;"TRUE";-1.0;76.66999999999999
63.0;"410-3719";"yes";199.0;110.0;291.3;111.0;197.6;92.0;11.0;6.0;1.0;"FALSE";36.0;70.45
100.0;"352-4221";"no";203.1;96.0;217.0;126.0;180.9;122.0;13.5;2.0;3.0;"FALSE";-1.0;64.77000000000001
53.0;"327-6179";"no";168.8;97.0;220.3;87.0;154.3;113.0;10.9;2.0;0.0;"FALSE";-1.0;57.309999999999995
92.0;"359-6196";"yes";173.1;140.0;240.3;105.0;233.2;117.0;9.0;5.0;1.0;"FALSE";-1.0;62.78
139.0;"374-9107";"no";134.4;106.0;211.3;98.0;193.6;125.0;10.2;2.0;5.0;"TRUE";-1.0;52.27
110.0;"357-4078";"no";202.6;103.0;118.8;128.0;234.9;98.0;9.0;9.0;2.0;"FALSE";40.0;57.54
110.0;"366-5780";"no";74.5;117.0;200.8;98.0;192.2;101.0;9.8;7.0;3.0;"FALSE";-1.0;41.04
215.0;"393-9619";"no";83.6;148.0;120.9;91.0;226.6;110.0;10.7;9.0;0.0;"FALSE";-1.0;37.58
73.0;"355-9295";"no";192.2;86.0;168.6;116.0;139.8;87.0;9.4;6.0;1.0;"FALSE";-1.0;55.83
138.0;"400-5751";"no";220.2;89.0;88.3;125.0;195.3;79.0;12.9;5.0;0.0;"FALSE";-1.0;57.209999999999994
137.0;"338-1027";"yes";135.1;95.0;134.1;102.0;223.1;81.0;12.3;2.0;2.0;"TRUE";-1.0;47.73
36.0;"405-8867";"no";253.4;77.0;182.4;151.0;275.8;103.0;8.4;2.0;1.0;"FALSE";-1.0;73.26
85.0;"336-5616";"no";225.0;81.0;176.9;63.0;194.3;110.0;7.1;2.0;3.0;"FALSE";-1.0;63.95
108.0;"335-1697";"no";198.5;99.0;267.8;60.0;354.9;75.0;9.4;3.0;0.0;"TRUE";-1.0;75.02000000000001
22.0;"331-5138";"no";110.3;107.0;166.5;93.0;202.3;96.0;9.5;5.0;0.0;"FALSE";-1.0;44.57
107.0;"385-8240";"no";60.0;102.0;102.2;80.0;261.8;106.0;11.1;3.0;0.0;"FALSE";37.0;33.67
51.0;"348-1359";"no";214.8;94.0;149.7;58.0;283.4;66.0;10.2;5.0;0.0;"FALSE";-1.0;64.74000000000001
94.0;"354-7339";"no";181.8;85.0;202.4;98.0;245.9;97.0;9.2;2.0;4.0;"FALSE";-1.0;61.66
119.0;"349-1687";"no";154.0;114.0;278.0;137.0;228.4;112.0;11.8;4.0;2.0;"FALSE";23.0;63.28
33.0;"380-2558";"no";157.4;99.0;117.9;80.0;279.2;79.0;13.9;11.0;4.0;"TRUE";29.0;53.09
106.0;"365-2153";"no";207.9;91.0;172.0;109.0;191.8;143.0;14.4;7.0;4.0;"FALSE";-1.0;62.480000000000004
82.0;"345-6043";"no";207.0;90.0;232.9;83.0;172.4;108.0;9.1;8.0;3.0;"FALSE";-1.0;65.21
86.0;"349-2808";"no";119.0;101.0;230.0;134.0;236.9;58.0;9.5;3.0;0.0;"FALSE";41.0;53.010000000000005
97.0;"411-1715";"yes";143.7;117.0;273.0;82.0;178.3;81.0;10.9;3.0;0.0;"FALSE";-1.0;58.599999999999994
106.0;"385-2488";"no";165.9;126.0;216.5;93.0;173.1;86.0;14.1;8.0;4.0;"FALSE";32.0;58.199999999999996
108.0;"377-7177";"no";138.6;122.0;172.3;117.0;231.6;92.0;9.8;3.0;1.0;"FALSE";-1.0;51.28
114.0;"342-1099";"no";84.7;118.0;249.9;86.0;193.4;95.0;14.5;8.0;1.0;"FALSE";-1.0;48.260000000000005
92.0;"386-4170";"yes";62.6;111.0;180.6;126.0;221.7;80.0;10.4;2.0;1.0;"TRUE";-1.0;38.78
59.0;"413-1269";"no";155.2;79.0;235.3;123.0;169.4;80.0;8.7;4.0;1.0;"FALSE";-1.0;56.349999999999994
24.0;"396-4460";"no";164.9;110.0;209.3;105.0;231.2;55.0;6.7;9.0;1.0;"FALSE";25.0;58.03
151.0;"334-2730";"no";134.5;88.0;143.1;112.0;223.9;61.0;15.4;1.0;1.0;"FALSE";-1.0;49.269999999999996
117.0;"340-3182";"no";143.3;103.0;211.3;108.0;185.2;96.0;11.5;3.0;1.0;"FALSE";-1.0;53.76
78.0;"377-8608";"no";168.3;110.0;221.2;73.0;241.0;136.0;12.5;1.0;1.0;"FALSE";-1.0;61.64
155.0;"417-3676";"no";262.4;55.0;194.6;113.0;146.5;85.0;8.3;6.0;2.0;"FALSE";-1.0;69.98
114.0;"417-6774";"no";206.2;79.0;260.0;91.0;291.6;83.0;11.4;6.0;1.0;"FALSE";30.0;73.35
114.0;"411-9554";"no";225.8;94.0;193.0;117.0;232.4;100.0;8.4;9.0;4.0;"FALSE";28.0;67.53
119.0;"420-3192";"no";138.3;89.0;170.5;78.0;263.9;98.0;13.5;6.0;3.0;"FALSE";-1.0;53.53
64.0;"389-1475";"no";94.4;104.0;136.2;101.0;147.4;89.0;4.5;4.0;0.0;"FALSE";48.0;35.480000000000004
118.0;"343-7734";"yes";160.0;123.0;175.4;96.0;184.8;99.0;9.9;3.0;2.0;"FALSE";-1.0;53.1
101.0;"410-3390";"no";206.6;105.0;224.9;117.0;249.9;100.0;14.6;3.0;0.0;"FALSE";-1.0;69.42999999999999
117.0;"344-6495";"no";134.7;121.0;180.0;83.0;200.9;104.0;7.7;3.0;1.0;"FALSE";-1.0;49.32
49.0;"331-6229";"no";214.4;78.0;235.2;100.0;206.2;107.0;8.0;13.0;3.0;"FALSE";28.0;67.88
139.0;"337-7501";"no";192.8;104.0;234.4;96.0;203.2;101.0;13.0;3.0;3.0;"FALSE";-1.0;65.35
92.0;"339-9631";"no";151.1;90.0;194.8;79.0;239.2;114.0;10.0;3.0;1.0;"FALSE";28.0;55.71
83.0;"369-4384";"no";221.4;103.0;231.8;103.0;122.5;100.0;9.8;5.0;3.0;"FALSE";-1.0;65.5
148.0;"416-3915";"yes";218.9;88.0;208.0;85.0;203.3;99.0;11.1;4.0;0.0;"FALSE";-1.0;67.04
144.0;"339-3049";"no";189.8;96.0;123.4;67.0;214.2;106.0;6.5;2.0;2.0;"TRUE";48.0;54.160000000000004
131.0;"361-7998";"no";192.7;85.0;225.9;105.0;254.2;59.0;10.9;6.0;2.0;"FALSE";25.0;66.33999999999999
146.0;"355-4842";"yes";204.4;135.0;219.1;90.0;222.7;114.0;10.5;6.0;3.0;"FALSE";-1.0;66.23
143.0;"387-6440";"no";172.3;97.0;174.0;108.0;188.2;119.0;13.0;4.0;2.0;"FALSE";-1.0;56.059999999999995
81.0;"369-2625";"no";198.4;93.0;210.9;108.0;193.3;71.0;10.4;6.0;2.0;"FALSE";-1.0;63.17
48.0;"389-7073";"no";211.7;115.0;159.9;84.0;144.1;80.0;12.2;1.0;1.0;"FALSE";37.0;59.349999999999994
86.0;"370-8463";"no";221.6;74.0;288.4;100.0;240.3;105.0;9.0;2.0;1.0;"FALSE";28.0;75.42000000000002
71.0;"362-7318";"no";197.9;108.0;181.5;109.0;281.4;56.0;6.7;5.0;3.0;"FALSE";-1.0;63.540000000000006
145.0;"412-1194";"no";147.5;90.0;175.7;108.0;252.1;102.0;15.6;3.0;2.0;"FALSE";24.0;55.56
137.0;"355-9508";"no";206.4;122.0;128.0;102.0;194.5;84.0;8.8;5.0;2.0;"FALSE";-1.0;57.10000000000001
137.0;"352-8202";"no";205.9;88.0;209.3;86.0;289.9;84.0;14.5;4.0;2.0;"FALSE";-1.0;69.76
167.0;"335-5882";"no";207.6;88.0;132.4;63.0;255.2;98.0;14.1;5.0;0.0;"FALSE";-1.0;61.83
89.0;"352-6976";"no";303.9;95.0;260.9;114.0;312.1;89.0;5.3;3.0;1.0;"TRUE";-1.0;89.31
199.0;"393-6733";"no";230.6;121.0;219.4;99.0;299.3;94.0;8.0;2.0;0.0;"FALSE";34.0;73.48
132.0;"335-1838";"no";99.5;110.0;129.1;80.0;125.1;124.0;9.7;3.0;0.0;"FALSE";-1.0;36.14
94.0;"355-6930";"no";177.1;112.0;194.0;112.0;146.7;108.0;5.9;4.0;1.0;"FALSE";-1.0;54.79
96.0;"387-5860";"no";172.7;93.0;120.1;116.0;216.1;86.0;10.3;5.0;5.0;"TRUE";37.0;52.07
96.0;"343-2605";"no";172.7;86.0;133.4;113.0;259.5;70.0;9.8;3.0;1.0;"FALSE";18.0;55.03
166.0;"350-6759";"no";204.2;115.0;179.9;152.0;216.8;109.0;9.5;5.0;1.0;"FALSE";-1.0;62.33
74.0;"371-1514";"no";85.7;83.0;247.7;67.0;142.4;85.0;10.1;5.0;2.0;"FALSE";-1.0;44.760000000000005
36.0;"346-9317";"no";157.6;117.0;184.3;58.0;240.4;99.0;11.9;1.0;0.0;"FALSE";-1.0;56.49
113.0;"398-4313";"no";215.5;129.0;218.7;117.0;207.1;91.0;6.6;9.0;4.0;"FALSE";-1.0;66.33000000000001
94.0;"412-4399";"no";181.5;98.0;199.9;88.0;287.7;114.0;6.6;5.0;1.0;"FALSE";-1.0;62.58
67.0;"330-1835";"no";171.7;80.0;110.4;81.0;195.4;111.0;11.9;4.0;2.0;"FALSE";-1.0;50.57
127.0;"416-1676";"no";266.6;106.0;264.8;168.0;207.2;119.0;5.9;2.0;1.0;"TRUE";-1.0;78.74000000000001
121.0;"329-7347";"no";170.4;108.0;350.5;68.0;297.0;87.0;11.2;3.0;0.0;"TRUE";-1.0;75.15
158.0;"360-6868";"no";158.0;106.0;292.5;114.0;241.1;89.0;9.1;4.0;1.0;"FALSE";-1.0;65.03
136.0;"405-6641";"no";92.0;117.0;253.6;77.0;214.1;90.0;10.3;10.0;1.0;"FALSE";-1.0;49.61000000000001
196.0;"393-2373";"no";234.0;109.0;249.5;114.0;173.1;70.0;9.1;5.0;2.0;"FALSE";-1.0;71.24000000000001
113.0;"419-1714";"no";272.1;111.0;268.5;118.0;213.8;105.0;8.5;10.0;1.0;"TRUE";-1.0;81.0
122.0;"336-3819";"no";296.4;99.0;214.8;89.0;133.9;107.0;11.4;3.0;4.0;"TRUE";-1.0;77.76
112.0;"341-3464";"no";194.4;101.0;190.3;82.0;183.4;107.0;11.4;2.0;0.0;"FALSE";-1.0;60.559999999999995
209.0;"413-5310";"no";227.2;128.0;258.4;92.0;183.5;74.0;8.9;4.0;3.0;"FALSE";-1.0;71.24
62.0;"366-7912";"no";248.7;109.0;220.0;118.0;265.7;78.0;13.2;2.0;1.0;"TRUE";-1.0;76.5
110.0;"399-8845";"no";236.3;102.0;195.9;112.0;183.5;82.0;9.7;6.0;1.0;"FALSE";38.0;67.7
16.0;"368-2583";"no";205.6;69.0;169.5;93.0;220.1;64.0;10.9;3.0;0.0;"FALSE";-1.0;62.199999999999996
73.0;"360-6309";"no";94.1;136.0;280.3;122.0;205.0;77.0;9.8;4.0;0.0;"FALSE";-1.0;51.709999999999994
128.0;"359-5890";"no";125.2;99.0;205.4;107.0;254.4;111.0;18.9;2.0;0.0;"FALSE";-1.0;55.290000000000006
39.0;"332-2462";"no";60.4;158.0;306.2;120.0;123.9;46.0;12.4;3.0;1.0;"FALSE";-1.0;45.23
103.0;"381-9196";"no";121.0;105.0;270.4;100.0;160.5;76.0;7.7;4.0;2.0;"FALSE";28.0;52.849999999999994
119.0;"329-3222";"no";117.8;66.0;256.8;114.0;147.6;76.0;7.6;3.0;3.0;"FALSE";29.0;50.55
173.0;"363-5819";"no";232.4;96.0;211.9;118.0;273.0;102.0;5.0;5.0;3.0;"FALSE";21.0;71.16
128.0;"413-9269";"yes";223.5;81.0;188.8;74.0;154.9;101.0;9.4;2.0;2.0;"TRUE";32.0;63.559999999999995
86.0;"330-7483";"no";176.3;79.0;259.2;97.0;287.4;78.0;6.2;3.0;0.0;"FALSE";-1.0;66.6
114.0;"403-7775";"no";125.2;79.0;177.8;105.0;232.4;89.0;12.9;3.0;1.0;"FALSE";32.0;50.33
104.0;"360-2479";"no";138.7;107.0;256.9;113.0;234.9;74.0;10.0;3.0;0.0;"FALSE";-1.0;58.690000000000005
148.0;"394-3791";"no";86.3;134.0;246.6;92.0;251.6;91.0;11.3;4.0;1.0;"FALSE";-1.0;50.0
129.0;"384-2632";"no";207.0;91.0;154.9;121.0;245.1;112.0;13.4;5.0;3.0;"FALSE";-1.0;63.01
100.0;"359-8466";"no";58.8;104.0;219.5;107.0;152.3;118.0;7.1;3.0;0.0;"FALSE";30.0;37.43
121.0;"331-8909";"no";68.7;95.0;209.2;69.0;197.4;42.0;11.4;4.0;1.0;"FALSE";35.0;41.42
143.0;"359-5160";"no";239.2;109.0;235.5;112.0;156.3;95.0;9.5;4.0;1.0;"FALSE";33.0;70.27999999999999
76.0;"330-9833";"no";198.3;130.0;217.1;86.0;188.4;96.0;12.5;3.0;0.0;"FALSE";-1.0;64.02
158.0;"362-2314";"no";205.2;97.0;240.6;77.0;79.7;108.0;14.4;12.0;0.0;"FALSE";-1.0;62.81
116.0;"338-8478";"no";192.1;98.0;312.9;135.0;130.2;94.0;7.9;2.0;3.0;"FALSE";-1.0;67.25
54.0;"387-5453";"no";272.6;83.0;248.7;74.0;197.4;111.0;9.5;2.0;1.0;"TRUE";-1.0;78.92999999999999
86.0;"380-3437";"no";128.3;121.0;197.1;93.0;138.4;152.0;12.2;5.0;7.0;"TRUE";-1.0;48.08
108.0;"365-8779";"no";169.6;99.0;264.1;87.0;206.3;78.0;9.3;4.0;0.0;"FALSE";-1.0;63.07
66.0;"407-2750";"no";201.3;95.0;152.8;66.0;233.2;101.0;7.5;4.0;1.0;"FALSE";-1.0;59.730000000000004
151.0;"396-8265";"no";214.7;97.0;138.5;90.0;169.1;44.0;8.6;4.0;1.0;"FALSE";17.0;58.199999999999996
99.0;"397-4304";"no";169.2;70.0;271.5;77.0;170.2;104.0;10.6;2.0;0.0;"FALSE";-1.0;62.36
55.0;"333-2611";"no";194.1;121.0;176.6;110.0;302.8;136.0;7.0;7.0;2.0;"FALSE";-1.0;63.53
77.0;"409-8814";"no";233.8;104.0;266.5;94.0;212.7;104.0;7.6;3.0;2.0;"FALSE";-1.0;74.02000000000001
78.0;"336-5406";"no";225.1;67.0;199.2;127.0;175.5;102.0;14.6;2.0;0.0;"FALSE";-1.0;67.04
89.0;"343-6940";"no";213.0;63.0;176.6;71.0;262.6;126.0;9.1;1.0;1.0;"TRUE";-1.0;65.5
101.0;"361-9923";"no";183.9;115.0;255.9;101.0;275.0;145.0;10.8;11.0;1.0;"FALSE";-1.0;68.31
44.0;"350-6639";"no";221.8;105.0;161.7;85.0;227.7;62.0;14.0;7.0;0.0;"FALSE";34.0;65.48
98.0;"376-4300";"no";64.6;98.0;176.1;86.0;244.8;84.0;0.0;0.0;2.0;"FALSE";21.0;36.97
64.0;"349-6567";"no";154.6;92.0;83.4;103.0;165.9;99.0;13.3;3.0;1.0;"FALSE";37.0;44.43000000000001
141.0;"333-7749";"no";260.2;131.0;179.2;120.0;135.0;119.0;7.2;8.0;3.0;"FALSE";-1.0;67.47999999999999
81.0;"408-6089";"no";161.6;117.0;123.0;90.0;261.3;101.0;12.2;5.0;1.0;"FALSE";33.0;52.98
162.0;"375-2165";"no";220.6;117.0;155.2;121.0;186.7;89.0;10.5;11.0;1.0;"FALSE";-1.0;61.93
83.0;"400-6999";"no";155.9;122.0;162.3;107.0;127.6;105.0;13.1;5.0;3.0;"FALSE";41.0;49.58
100.0;"420-7823";"no";107.0;63.0;105.7;67.0;243.1;74.0;12.8;3.0;4.0;"TRUE";-1.0;41.57
59.0;"366-5241";"no";182.5;104.0;204.7;95.0;229.9;100.0;11.3;8.0;4.0;"FALSE";-1.0;61.83
179.0;"413-3412";"yes";220.1;78.0;234.3;71.0;237.3;85.0;10.1;4.0;4.0;"FALSE";38.0;70.75
79.0;"406-2752";"no";152.2;112.0;177.2;132.0;96.4;87.0;5.3;3.0;1.0;"FALSE";-1.0;46.7
117.0;"337-8078";"no";181.5;95.0;205.1;88.0;204.0;82.0;14.7;9.0;2.0;"FALSE";-1.0;61.44
64.0;"402-1942";"yes";236.2;77.0;218.6;85.0;194.1;97.0;13.2;2.0;2.0;"TRUE";-1.0;71.02
31.0;"371-7917";"no";166.1;105.0;79.3;93.0;213.7;98.0;12.7;2.0;1.0;"FALSE";-1.0;48.029999999999994
124.0;"343-6374";"yes";244.6;89.0;188.8;80.0;206.0;114.0;11.3;4.0;1.0;"FALSE";-1.0;69.94999999999999
122.0;"385-8730";"no";134.2;85.0;227.3;132.0;122.4;96.0;8.5;2.0;2.0;"FALSE";23.0;49.93999999999999
37.0;"393-7892";"yes";149.7;122.0;211.1;75.0;114.3;90.0;9.2;4.0;1.0;"FALSE";39.0;51.01
90.0;"407-6748";"no";150.1;109.0;264.7;103.0;178.4;97.0;5.8;4.0;1.0;"FALSE";29.0;57.62
159.0;"341-4463";"yes";257.1;53.0;312.2;127.0;183.0;82.0;8.8;6.0;1.0;"TRUE";-1.0;80.86999999999999
148.0;"351-2587";"no";124.4;83.0;179.7;81.0;253.0;99.0;11.3;6.0;0.0;"FALSE";-1.0;50.86
39.0;"421-9752";"no";141.7;121.0;232.3;113.0;222.1;131.0;12.0;5.0;1.0;"FALSE";36.0;57.07000000000001
77.0;"356-4001";"no";230.0;87.0;103.2;138.0;309.6;136.0;11.3;3.0;2.0;"FALSE";-1.0;64.85
194.0;"328-9869";"no";162.3;88.0;213.7;118.0;192.1;81.0;10.9;2.0;0.0;"FALSE";-1.0;57.33
154.0;"343-5709";"no";350.8;75.0;216.5;94.0;253.9;100.0;10.1;9.0;1.0;"TRUE";-1.0;92.19999999999999
112.0;"334-1872";"no";193.3;96.0;264.1;123.0;128.6;115.0;9.1;3.0;4.0;"FALSE";-1.0;63.56
45.0;"350-1040";"no";78.2;127.0;253.4;108.0;255.0;100.0;18.0;3.0;1.0;"FALSE";-1.0;51.17
132.0;"369-3214";"no";83.4;110.0;232.2;137.0;146.7;114.0;7.6;5.0;1.0;"FALSE";-1.0;42.57
128.0;"385-6778";"no";195.6;99.0;267.8;120.0;164.9;76.0;16.0;2.0;0.0;"FALSE";-1.0;67.75
135.0;"383-7689";"no";201.8;81.0;225.0;114.0;204.4;82.0;10.3;6.0;1.0;"FALSE";-1.0;65.42
56.0;"385-5722";"no";197.0;110.0;222.8;102.0;225.3;91.0;10.6;6.0;2.0;"FALSE";-1.0;65.43
151.0;"357-1909";"yes";218.0;57.0;114.4;88.0;269.2;95.0;12.4;1.0;0.0;"TRUE";-1.0;62.24
32.0;"364-3567";"no";164.8;98.0;229.9;96.0;167.3;108.0;14.8;2.0;2.0;"FALSE";-1.0;59.09
90.0;"422-4241";"no";179.2;77.0;210.7;99.0;276.9;58.0;9.2;6.0;2.0;"FALSE";-1.0;63.31
87.0;"370-2957";"no";214.0;113.0;180.0;114.0;134.5;82.0;10.6;5.0;0.0;"FALSE";21.0;60.59
138.0;"329-6562";"no";170.5;87.0;118.2;116.0;187.9;111.0;11.2;7.0;2.0;"FALSE";-1.0;50.52
79.0;"363-3515";"no";205.7;123.0;214.5;108.0;226.1;106.0;6.7;18.0;1.0;"FALSE";-1.0;65.18
95.0;"374-7787";"yes";165.5;84.0;286.2;112.0;198.9;89.0;11.5;2.0;1.0;"TRUE";-1.0;64.53
127.0;"345-2931";"no";221.0;100.0;160.7;113.0;233.1;96.0;6.8;4.0;2.0;"FALSE";-1.0;63.56000000000001
137.0;"373-5732";"no";242.1;118.0;191.0;93.0;218.6;50.0;14.7;2.0;3.0;"FALSE";-1.0;71.21
97.0;"348-7437";"no";151.6;107.0;155.4;96.0;240.0;112.0;14.7;4.0;1.0;"FALSE";-1.0;53.75
149.0;"332-9460";"yes";176.2;87.0;145.0;81.0;249.5;92.0;5.7;4.0;0.0;"FALSE";-1.0;55.05
117.0;"355-6531";"yes";196.0;82.0;322.7;82.0;225.6;120.0;3.7;5.0;1.0;"FALSE";22.0;71.9
84.0;"336-9390";"no";159.5;125.0;247.1;90.0;187.9;82.0;7.2;4.0;2.0;"FALSE";-1.0;58.52
137.0;"346-8581";"no";230.2;113.0;220.4;79.0;204.7;111.0;10.7;7.0;4.0;"FALSE";-1.0;69.96000000000001
99.0;"363-8824";"no";146.7;64.0;274.0;99.0;321.3;98.0;8.9;1.0;3.0;"FALSE";-1.0;65.09
54.0;"353-3351";"no";210.5;102.0;204.5;83.0;127.8;53.0;8.5;5.0;1.0;"FALSE";-1.0;61.22
85.0;"360-4320";"no";102.0;95.0;270.2;139.0;148.2;105.0;10.7;3.0;1.0;"FALSE";-1.0;49.870000000000005
150.0;"417-6252";"no";126.0;99.0;238.5;73.0;285.1;100.0;10.2;6.0;3.0;"FALSE";-1.0;57.269999999999996
43.0;"393-4949";"no";168.4;125.0;243.8;89.0;214.7;102.0;11.1;2.0;1.0;"FALSE";-1.0;62.00999999999999
35.0;"401-3156";"no";105.6;129.0;258.2;129.0;213.1;77.0;8.7;3.0;0.0;"FALSE";-1.0;51.84
98.0;"338-6283";"no";206.5;92.0;176.2;152.0;232.8;115.0;12.4;5.0;5.0;"FALSE";-1.0;63.92
112.0;"352-9017";"no";217.1;76.0;205.2;100.0;185.7;91.0;9.4;3.0;2.0;"FALSE";-1.0;65.25
16.0;"405-5305";"no";229.6;78.0;205.7;108.0;166.2;91.0;10.8;2.0;0.0;"TRUE";-1.0;66.91000000000001
98.0;"376-9249";"no";278.3;89.0;93.4;143.0;107.6;42.0;9.7;5.0;0.0;"FALSE";22.0;62.709999999999994
84.0;"339-7139";"no";138.6;102.0;199.0;93.0;204.1;137.0;7.8;4.0;0.0;"FALSE";-1.0;51.77
94.0;"328-6011";"no";234.4;103.0;279.3;109.0;234.2;121.0;2.0;2.0;1.0;"TRUE";-1.0;74.67000000000002
84.0;"378-1303";"no";181.5;129.0;130.7;112.0;186.5;118.0;8.5;4.0;1.0;"FALSE";-1.0;52.66
66.0;"402-5155";"no";167.3;91.0;230.0;68.0;191.7;118.0;10.6;5.0;1.0;"TRUE";-1.0;59.480000000000004
98.0;"333-5430";"no";121.0;105.0;218.9;98.0;226.7;110.0;12.0;1.0;1.0;"FALSE";31.0;52.620000000000005
74.0;"365-9696";"no";221.1;124.0;110.8;94.0;240.1;112.0;10.6;3.0;0.0;"FALSE";-1.0;60.67
96.0;"410-4023";"no";145.8;108.0;192.2;89.0;165.1;96.0;9.9;2.0;1.0;"FALSE";26.0;51.23
119.0;"411-7649";"no";222.8;122.0;163.2;107.0;160.6;112.0;11.2;6.0;1.0;"FALSE";-1.0;62.0
73.0;"338-4065";"no";183.4;80.0;242.0;115.0;201.4;100.0;7.5;3.0;4.0;"FALSE";-1.0;62.84
92.0;"421-9401";"yes";264.3;91.0;160.9;115.0;198.6;73.0;9.3;5.0;0.0;"FALSE";-1.0;70.06
21.0;"343-9658";"no";146.0;78.0;109.7;79.0;247.4;108.0;6.8;7.0;0.0;"FALSE";-1.0;47.11000000000001
122.0;"332-5521";"no";157.1;134.0;184.9;122.0;197.2;59.0;8.5;5.0;4.0;"TRUE";-1.0;53.599999999999994
133.0;"349-4369";"yes";127.3;108.0;251.3;81.0;135.0;88.0;10.3;3.0;1.0;"FALSE";-1.0;51.86
145.0;"351-4288";"no";187.9;110.0;197.0;117.0;167.0;108.0;4.8;4.0;2.0;"FALSE";-1.0;57.50999999999999
25.0;"422-5874";"no";178.8;90.0;141.2;72.0;203.0;99.0;8.4;5.0;2.0;"FALSE";-1.0;53.81
64.0;"396-2324";"no";97.2;80.0;186.2;90.0;189.0;92.0;10.4;6.0;2.0;"FALSE";-1.0;43.660000000000004
85.0;"416-5662";"no";259.8;85.0;242.3;117.0;168.8;72.0;5.4;1.0;0.0;"FALSE";-1.0;73.83
126.0;"363-9663";"no";256.5;112.0;199.5;90.0;188.3;122.0;7.0;5.0;3.0;"FALSE";-1.0;70.93
76.0;"410-9477";"no";169.5;77.0;124.0;87.0;219.4;92.0;10.0;3.0;0.0;"FALSE";-1.0;51.93
113.0;"352-4418";"no";239.7;47.0;282.9;110.0;238.4;88.0;8.7;3.0;2.0;"TRUE";-1.0;77.88
224.0;"361-6563";"yes";171.5;99.0;160.0;103.0;212.4;102.0;5.0;2.0;1.0;"TRUE";-1.0;53.67
117.0;"417-4404";"no";239.9;84.0;174.8;106.0;209.5;93.0;9.8;2.0;0.0;"FALSE";-1.0;67.72
128.0;"372-8048";"no";142.3;73.0;194.8;79.0;239.3;81.0;16.0;6.0;1.0;"FALSE";34.0;55.84
115.0;"356-3646";"no";184.1;98.0;327.0;73.0;212.5;106.0;7.5;6.0;2.0;"FALSE";-1.0;70.69
141.0;"351-9604";"no";206.9;126.0;264.4;126.0;171.8;124.0;9.3;11.0;2.0;"FALSE";28.0;67.88
51.0;"355-9581";"no";259.9;114.0;176.2;94.0;77.2;112.0;15.3;1.0;1.0;"FALSE";-1.0;66.76
